Numero_Decreto;Data_Decreto;Tipologia;CUP;Capitolo_di_Spesa;Piano_Gestionale;Ministero;Importo_EUR;Documento;Cartella
148;;Decreto Interministeriale;;;;;;Decreto_Interministeriale_numero_148T_24-09-2008_all_1.pdf;Decreto Interministeriale  numero 148-T del 24_09
413;;Decreto Interministeriale;;;;;;DI 413.2022.pdf;Decreto Interministeriale (MIT- MASE - MEF) n_ 413
37;;Decreto Interministeriale;;;;;;37-DecretoRiparto-2014-Registrato.pdf;Decreto Interministeriale (MIT-MEF) N_ 37 del 28_0
137;;Decreto Interministeriale;;;;;;m_inf.A866FAA.REG_DECRETI(R).0000137.15-05-2024 (1).pdf;Decreto Interministeriale (MIT-MEF) numero 137 del
241;;Decreto Interministeriale;;1925;;ITOLO;;D.M. 241.26-09-2023.pdf;Decreto interministeriale (MIT_MEF) numero 241 del
;01-10-2013;Decreto Interministeriale;;;;;;DM_GU_244_17-10-2013.pdf;Decreto Interministeriale 01_10_2013
;05-10-2017;Decreto Interministeriale;;7248;;ITOLO;;decreto_05-10-2017.pdf;Decreto Interministeriale 05_10_2017
580;12-12-2019;Decreto Interministeriale;;;;;;CdC.pdf;Decreto interministeriale 12 dicembre 2019 n_ 580
580;12-12-2019;Decreto Interministeriale;;1315;;ITOLO;;DI 580-2019.pdf;Decreto interministeriale 12 dicembre 2019 n_ 580
580;12-12-2019;Decreto Interministeriale;;;;;;ucb.pdf;Decreto interministeriale 12 dicembre 2019 n_ 580
370;16-11-2016;Decreto Interministeriale;;;;;;Decreto_interministeriale_16-11-2016.pdf;Decreto interministeriale 16_11_2016
254;23-06-2020;Decreto Interministeriale;;7446;;ITOLO;;Decreto 254 del 23-06-2020 fondo demolizioni.pdf;Decreto interministeriale 254 del 23_06_2020
254;23-06-2020;Decreto Interministeriale;;7446;1;ITOLO;;Decreto 254 del 23-06-2020 fondo demolizioni.pdf;Decreto interministeriale 254 del 23_06_2020
254;23-06-2020;Decreto Interministeriale;;3570;;ITOLO;;Decreto 254 del 23-06-2020 fondo demolizioni.pdf;Decreto interministeriale 254 del 23_06_2020
;29-01-2024;Decreto Interministeriale;;;;;;Decreto 29 gennaio 2024 - Lloyd's Register.pdf;Decreto Interministeriale 29 gennaio 2024
;30-07-2021;Decreto Interministeriale;;;;;;Decreto 30 luglio 2021.pdf;Decreto interministeriale 30 luglio 2021
33;14-02-2022;Decreto Interministeriale;;;;;;Decreto Ministeriale 33 del 14-02-2022.pdf;Decreto interministeriale 33 del 14_02_2022
386;11-10-2021;Decreto Interministeriale;;;;;;DECRETO INTERMINISTERIALE MIMS - MEF 386 del 11-10-2021.pdf;Decreto Interministeriale 386 del 11-10-2021
386;11-10-2021;Decreto Interministeriale;;;;;;registrazione Corte dei Conti.pdf;Decreto Interministeriale 386 del 11-10-2021
386;11-10-2021;Decreto Interministeriale;;;;;;Registrazione UCB.pdf;Decreto Interministeriale 386 del 11-10-2021
9020;04-07-2017;Decreto Interministeriale;;;;;;decreto 4 luglio 2017 RINA in GURI.pdf;Decreto interministeriale del 04_07_2017
;05-12-2014;Decreto Interministeriale;;;;;;Decreto_interministeriale_5-12-2014.pdf;Decreto interministeriale del 05_12_2014
23;06-06-2020;Decreto Interministeriale;;;;;;M_INFR.GABINETTO.REG_DECRETI(R).0000234.06-06-2020.pdf;Decreto interministeriale del 06 giugno 2020 n_ 23
23;06-06-2020;Decreto Interministeriale;;;;;;M_INFR.GABINETTO.REGISTRO UFFICIALE(I).0025773.22-06-2020.pdf;Decreto interministeriale del 06 giugno 2020 n_ 23
23;06-06-2020;Decreto Interministeriale;;;;;;M_INFR.GABINETTO.REGISTRO UFFICIALE(I).0027675.06-07-2020.pdf;Decreto interministeriale del 06 giugno 2020 n_ 23
;06-05-2008;Decreto Interministeriale;;;;;;Decreto_6_maggio_2008__Integrazione_al__r_le_costruzioni.pdf;Decreto Interministeriale del 06_05_2008
;07-08-2001;Decreto Interministeriale;;;;;;Decreto Interministeriale 7.8.2001 - Decreto affidamento ABS1.pdf;Decreto Interministeriale del 07_08_2001 - ABS1
;07-08-2001;Decreto Interministeriale;;;;;;Decreto Interministeriale 7.8.2001 - Decreto affidamento ABS2.pdf;Decreto Interministeriale del 07_08_2001 - ABS2
;07-08-2001;Decreto Interministeriale;;;;;;Decreto Interministeriale 7.8.2001 - Decreto affidamento BV1.pdf;Decreto Interministeriale del 07_08_2001 - BV1
;07-08-2001;Decreto Interministeriale;;;;;;Decreto Interministeriale 7.8.2001 - Decreto affidamento BV2.pdf;Decreto Interministeriale del 07_08_2001 - BV2
;07-08-2001;Decreto Interministeriale;;;;;;Decreto Interministeriale 7.8.2001 - Decreto affidamento Rina2.pdf;Decreto Interministeriale del 07_08_2001- Rina2
537;07-12-2018;Decreto Interministeriale;;;;;;DI 537 digitale.pdf;Decreto interministeriale del 07_12_2018 n_ 537
;08-09-2017;Decreto Interministeriale;;;;;;DM 8 settembre 2017 accordo autorizzazione e affidamento ABS.pdf;Decreto interministeriale del 08_09_2017
;09-05-2022;Decreto Interministeriale;;3570;;ITOLO;;Decreto Interministeriale 9 maggio 2022 _0.pdf;Decreto Interministeriale del 09_05_2022
;10-10-2014;Decreto Interministeriale;;;;;;D.I. del 10 OTT 2014_Oscurato.pdf;Decreto Interministeriale del 10 ottobre 2014 - Ed
;10-05-2022;Decreto Interministeriale;;;;;;Decreto Interministeriale 10 maggio 2022.pdf;Decreto Interministeriale del 10_05_2022
34;11-08-2020;Decreto Interministeriale;;;;;;D.M. 340 del 11.08.2020.pdf;Decreto interministeriale del 11 agosto 2020 n_ 34
34;11-08-2020;Decreto Interministeriale;;;;;;registrazione Corte Conti.pdf;Decreto interministeriale del 11 agosto 2020 n_ 34
;12-05-2023;Decreto Interministeriale;;;;;;Decreto 12 maggio 2023 BV approvazione accordo 24nov2022.pdf;Decreto Interministeriale del 12_05_2023
;12-10-2017;Decreto Interministeriale;;;;;;DM 12 ottobre 2017 Ship Recycling.pdf;Decreto Interministeriale del 12_10_2017
579;12-12-2019;Decreto Interministeriale;;;;;;decreto 579.pdf;Decreto interministeriale del 12_12_2019 n_ 579
579;12-12-2019;Decreto Interministeriale;;;;;;registrazioni.pdf;Decreto interministeriale del 12_12_2019 n_ 579
81;14-02-2020;Decreto Interministeriale;;;;;;M_INFR.GABINETTO.REGISTRO_DECRETI_R_.0000081.14-02-2020.pdf;Decreto interministeriale del 14 febbraio 2020 n
;14-02-2020;Decreto Interministeriale;;;;;;M_INFR.GABINETTO.REGISTRO_UFFICIALE_I_.0009640.04-03-2020.pdf;Decreto interministeriale del 14 febbraio 2020 n
11474;14-02-2020;Decreto Interministeriale;;;;;;M_INFR.GABINETTO.REGISTRO_UFFICIALE_I_.0011474.16-03-2020.pdf;Decreto interministeriale del 14 febbraio 2020 n
;14-01-2008;Decreto Interministeriale;;;;;;DECRETO_14_gennaio_2008____Approvazione_r_le_costruzioni.pdf;Decreto Interministeriale del 14_01_2008
;14-07-2016;Decreto Interministeriale;;;;;;Decreto Guida 2016 firma digitale DEFINITIVO.pdf;Decreto Interministeriale del 14_07_2016
9429;14-07-2017;Decreto Interministeriale;;;;;;decreto 14 luglio 2017 BV in GURI.pdf;Decreto interministeriale del 14_07_2017
;14-10-2010;Decreto Interministeriale;;;;;;Decreto_Interministeriale_14-10-2010_all_1.pdf;Decreto Interministeriale del 14_10_2010
;15-01-2025;Decreto Interministeriale;;;;;;accordo_MIT_MASE_DNV_SOLAS_18dic24_signed.pdf;Decreto Interministeriale del 15_01_2025
;15-01-2025;Decreto Interministeriale;;;;;;m_inf.A04613D.REG_Decreti_R_.0000002.15-01-2025.pdf;Decreto Interministeriale del 15_01_2025
;16-01-2014;Decreto Interministeriale;;;;;;Decreto_Interministeriale_16-01-2014_all_1.pdf;Decreto Interministeriale del 16_01_2014
;18-07-2014;Decreto Interministeriale;;;;;;Decreto_Interministeriale_18-07-2014_all_1.pdf;Decreto Interministeriale del 18_07_2014
;19-02-2014;Decreto Interministeriale;;;;;;edilizia_scolastica-decreto approvazione programma.pdf;Decreto Interministeriale del 19_02_2014
;19-05-2020;Decreto Interministeriale;;;;;;Decreto Interministeriale 19-05-2020.pdf;Decreto Interministeriale del 19_05_2020
;19-11-2015;Decreto Interministeriale;;;;;;DI 19nov2015.pdf;Decreto Interministeriale del 19_11_2015
;23-01-2023;Decreto Interministeriale;;;;;;decreto 23 gennaio 2023 DNV cambio nominativo.pdf;Decreto Interministeriale del 23_01_2023
;23-12-2009;Decreto Interministeriale;;;;;;Decreto_Interministeriale_23-12-2009_all_1.pdf;Decreto Interministeriale del 23_12_2009
;24-10-2008;Decreto Interministeriale;;;;;;Decreto_Ministeriale_24_ottobre_2008_.pdf;Decreto Interministeriale del 24_10_2008
;24-11-2021;Decreto Interministeriale;;;;;;DECRETO 24 novembre 2021.pdf;Decreto Interministeriale del 24_11_2021
;25-08-1997;Decreto Interministeriale;;3620;;ITOLO;;Decreto_Interministeriale_25-08-1997_all_1.pdf;Decreto Interministeriale del 25_08_1997
;26-02-2013;Decreto Interministeriale;;;;;;Decreto_Interministeriale_26-02-2013_all_1.pdf;Decreto Interministeriale del 26_02_2013
;26-05-2014;Decreto Interministeriale;;;;;;Decreto_Interministeriale_26-05-2014_all_1.pdf;Decreto Interministeriale del 26_05_2014
;28-05-2009;Decreto Interministeriale;;;;;;Decreto_Interministeriale_28-05-2009_all_1.pdf;Decreto Interministeriale del 28_05_2009
;28-11-2022;Decreto Interministeriale;;;;;;Decreto 28 nov 2022 approvazione accordo ABS delega navi SOLAS.pdf;Decreto Interministeriale del 28_11_2022
;28-11-2022;Decreto Interministeriale;;;;;;Decreto 28 nov 2022 approvazione accordo RINA delega navi SOLAS.pdf;Decreto Interministeriale del 28_11_2022
;29-07-2025;Decreto Interministeriale;;;;;;LR_ADDENDUM_accordo_navi_SOLAS_per_Codice_IP_signed.pdf;Decreto interministeriale del 29 luglio 2025
;29-07-2025;Decreto Interministeriale;;;;;;m_inf.A04613D.REG_Decreti_R_.0000124.29-07-2025.pdf;Decreto interministeriale del 29 luglio 2025
;03-05-2019;Decreto Interministeriale;;;;;;Decreto 3 maggio 2019 ed accordo con Lloyd's Register_1.pdf;Decreto Interministeriale del 3 maggio 2019
;30-06-2009;Decreto Interministeriale;;;;;;Decreto_Interministeriale_30-06-2009_all_1.pdf;Decreto Interministeriale del 30_06_2009
;08-01-2021;Decreto Interministeriale;;;;;;Decreto Interministeriale 8 gennaio 2021.pdf;Decreto Interministeriale dell'8_01_2021
121;18-03-2020;Decreto Interministeriale;;;;;;DM_121-decreto di riparto_0.pdf;Decreto Interministeriale di riparto del 18_3_2020
323;;Decreto Interministeriale;;;;;;RD 323.pdf;Decreto Interministeriale di riparto n_ 323 del 6
318;;Decreto Interministeriale;;;;;;DI 318.2022.pdf;Decreto Interministeriale MIMS MiTE MEF n_ 318 del
;;Decreto Interministeriale;;;;;;Allegato - DI 70 2021_0.pdf;Decreto interministeriale MIMS_MEF del 8 febbraio
421;31-03-2016;Decreto Interministeriale;;1314;1;ITOLO;;Decreto_Interministeriale_MIT_e_MEF_prot_421_24-12-2015.pdf;Decreto Interministeriale MIT e MEF prot_ 421 del
422;;Decreto Interministeriale;;1314;1;ITOLO;;Decreto_Interministeriale_MIT_e_MEF_prot_422_24-12-2015.pdf;Decreto Interministeriale MIT e MEF prot_ 422 del
336;;Decreto Interministeriale;;7060;8;ITOLO;;decreto interministeriale mit mef n.336 del 23.09.2011 regione basilicata.pdf;Decreto interministeriale MIT MEF n_ 336 del 23 se
336;;Decreto Interministeriale;;7060;;;;decreto interministeriale mit mef n.336 del 23.09.2011 regione basilicata.pdf;Decreto interministeriale MIT MEF n_ 336 del 23 se
337;;Decreto Interministeriale;;7060;7;ITOLO;;decreto interministeriale mit mef n.337 del 23.09.2011 regione basilicata.pdf;Decreto interministeriale MIT MEF n_ 337 del 23 se
337;;Decreto Interministeriale;;7060;8;ITOLO;;decreto interministeriale mit mef n.337 del 23.09.2011 regione basilicata.pdf;Decreto interministeriale MIT MEF n_ 337 del 23 se
337;;Decreto Interministeriale;;7060;9;ITOLO;;decreto interministeriale mit mef n.337 del 23.09.2011 regione basilicata.pdf;Decreto interministeriale MIT MEF n_ 337 del 23 se
337;;Decreto Interministeriale;;7060;;;;decreto interministeriale mit mef n.337 del 23.09.2011 regione basilicata.pdf;Decreto interministeriale MIT MEF n_ 337 del 23 se
334;;Decreto Interministeriale;;7060;7;ITOLO;;decreto interministeriale mit mef n.334 del 23.09.2011 regione campania.pdf;Decreto interministeriale MIT MEF n_334 del 23 set
334;;Decreto Interministeriale;;7060;8;ITOLO;;decreto interministeriale mit mef n.334 del 23.09.2011 regione campania.pdf;Decreto interministeriale MIT MEF n_334 del 23 set
334;;Decreto Interministeriale;;7060;9;ITOLO;;decreto interministeriale mit mef n.334 del 23.09.2011 regione campania.pdf;Decreto interministeriale MIT MEF n_334 del 23 set
334;;Decreto Interministeriale;;7060;;;;decreto interministeriale mit mef n.334 del 23.09.2011 regione campania.pdf;Decreto interministeriale MIT MEF n_334 del 23 set
335;;Decreto Interministeriale;;7060;;;;decreto interministeriale mit mef n.335 del 23.09.2011 regione campania.pdf;Decreto interministeriale MIT MEF n_335 del 23 set
569;;Decreto Interministeriale;;7241;;ITOLO;;569-17.pdf;Decreto Interministeriale MIT MEF numero 569 del 1
46;;Decreto Interministeriale;;;;;;decreto_n._46.pdf;Decreto interministeriale MIT_MEF n_ 46 dell’11 ma
49;01-03-2024;Decreto Interministeriale;;1315;;ITOLO;;DECRETI(R).0000049.01-03-2024.pdf;Decreto interministeriale n_  49 del 01_03_2024
49;01-03-2024;Decreto Interministeriale;;;;;;Registrazione CdC 49-2024.pdf;Decreto interministeriale n_  49 del 01_03_2024
49;01-03-2024;Decreto Interministeriale;;;;;;Registrazione UCB 49-2024.pdf;Decreto interministeriale n_  49 del 01_03_2024
1;03-01-2020;Decreto Interministeriale;;;;;;DM N. 1 DEL 03.01.2020 SCAN.pdf;Decreto interministeriale n_ 1 del 03_01_2020
105;12-04-2024;Decreto Interministeriale;;;;;;1_m_inf.A866FAA.REG_DECRETI(R).0000105.12-04-2024.pdf;Decreto interministeriale n_ 105 del 12_04_2024
107;17-04-2024;Decreto Interministeriale;B39J22001360001;;;;;DI 107 2024.pdf;Decreto interministeriale n_ 107 del 17_04_2024
107;17-04-2024;Decreto Interministeriale;;;;;;Registrazione CdC 107 - 2024.pdf;Decreto interministeriale n_ 107 del 17_04_2024
107;17-04-2024;Decreto Interministeriale;;7400;;;;Registrazione UCB 107 - 2024.pdf;Decreto interministeriale n_ 107 del 17_04_2024
112;18-04-2024;Decreto Interministeriale;C90B22000030001;7248;;ITOLO;;m_inf.A866FAA.REG_DECRETI(R).0000112.18-04-2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;G40A22000120001;7248;;ITOLO;;m_inf.A866FAA.REG_DECRETI(R).0000112.18-04-2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;D29I22000770001;7248;;ITOLO;;m_inf.A866FAA.REG_DECRETI(R).0000112.18-04-2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;B79I22009970008;7248;;ITOLO;;m_inf.A866FAA.REG_DECRETI(R).0000112.18-04-2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;D30I23000000001;7248;;ITOLO;;m_inf.A866FAA.REG_DECRETI(R).0000112.18-04-2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;G90I22000050001;7248;;ITOLO;;m_inf.A866FAA.REG_DECRETI(R).0000112.18-04-2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;B59I22003710001;7248;;ITOLO;;m_inf.A866FAA.REG_DECRETI(R).0000112.18-04-2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;H50I22000010001;7248;;ITOLO;;m_inf.A866FAA.REG_DECRETI(R).0000112.18-04-2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;J40I22000000003;7248;;ITOLO;;m_inf.A866FAA.REG_DECRETI(R).0000112.18-04-2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;;;;;;Registrazione CdC 112 - 2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
112;18-04-2024;Decreto Interministeriale;;;;;;Registrazione UCB 112 - 2024.pdf;Decreto interministeriale n_ 112 del 18_04_2024
124;27-05-2025;Decreto Interministeriale;;;;;;Allegato_1_DI_MIT_MIMIT_MEF_signed.pdf;Decreto interministeriale n_ 124 del 27_05_2025
124;27-05-2025;Decreto Interministeriale;;;;;;Allegato_2_DI_MIT_MIMIT_MEF_signed.pdf;Decreto interministeriale n_ 124 del 27_05_2025
124;27-05-2025;Decreto Interministeriale;;;;;;m_inf.A866FAA.REG_DECRETI_R_.0000124.27-05-2025.pdf;Decreto interministeriale n_ 124 del 27_05_2025
124;27-05-2025;Decreto Interministeriale;;;;;;Registrazione Corte dei Conti_E_.0007582.10-07-2025.pdf;Decreto interministeriale n_ 124 del 27_05_2025
128;15-05-2023;Decreto Interministeriale;;;;;;allegato_1_decreto.pdf;Decreto interministeriale n_ 128 del 15_05_2023
128;15-05-2023;Decreto Interministeriale;;;;;;M_INFR.GABINETTO.REG_DECRETI(R).0000128.15-05-2023+(1).pdf;Decreto interministeriale n_ 128 del 15_05_2023
128;15-05-2023;Decreto Interministeriale;;;;;;Registrazione CdC 128-23.pdf;Decreto interministeriale n_ 128 del 15_05_2023
128;15-05-2023;Decreto Interministeriale;;;;;;Registrazione UCB 128-23.pdf;Decreto interministeriale n_ 128 del 15_05_2023
146;17-05-2022;Decreto Interministeriale;;;;;;DIM 146 del 17-05-2022 con visti_1.pdf;Decreto Interministeriale n_ 146 del 17_05_2022
15;16-01-2017;Decreto Interministeriale;;;;;;Decreto interministeriale n. 15 del 16.01.2017.pdf;Decreto interministeriale n_ 15 del 16_01_2017
151;;Decreto Interministeriale;;;;;;Decreto Interministeriale n. 151 del 20-06-2023.pdf;Decreto Interministeriale n_ 151 del 20 giugno 202
169;20-07-2023;Decreto Interministeriale;;;;;;DECRETO n.169 del 20-07-2023.pdf;Decreto Interministeriale n_ 169 del 20_07_2023
169;20-07-2023;Decreto Interministeriale;;;;;;Registrazione CdC 169.pdf;Decreto Interministeriale n_ 169 del 20_07_2023
169;20-07-2023;Decreto Interministeriale;;;;;;Registrazione UCB 169.pdf;Decreto Interministeriale n_ 169 del 20_07_2023
170;06-06-2022;Decreto Interministeriale;;;;;;REG_DECRETI_R_.0000170.06-06-2022.pdf;Decreto interministeriale n_ 170 del 06_06_2022
170;06-06-2022;Decreto Interministeriale;;;;;;Registrazione CdC DI 170-22.pdf;Decreto interministeriale n_ 170 del 06_06_2022
171;;Decreto Interministeriale;;;;;;ALLEGATO_n._1_al_DI_171_scheda_rendicontazione_SA_1_trim_2022.pdf;Decreto interministeriale n_ 171 del 06_062022
171;;Decreto Interministeriale;;;;;;ALLEGATO_n._2_al_DI_171_rendicontazione_maggiori_costi_controlli.pdf;Decreto interministeriale n_ 171 del 06_062022
171;06-06-2022;Decreto Interministeriale;;;;;;REG_DECRETI_R_.0000171.06-06-2022.pdf;Decreto interministeriale n_ 171 del 06_062022
171;;Decreto Interministeriale;;;;;;Registrazione CdC DI 171-22.pdf;Decreto interministeriale n_ 171 del 06_062022
171;;Decreto Interministeriale;;1318;;;;Registrazione UCB DI 171-22.pdf;Decreto interministeriale n_ 171 del 06_062022
171;25-07-2023;Decreto Interministeriale;;1314;1;ITOLO;;DecretoRiparto-n.171del-25-07-2023-L.296-Ant.2021.pdf;Decreto Interministeriale n_ 171 del 25_07_2023
171;25-07-2023;Decreto Interministeriale;;;;;;Registrazione CdC 171-23.pdf;Decreto Interministeriale n_ 171 del 25_07_2023
171;25-07-2023;Decreto Interministeriale;;;;;;Registrazione UCB 171-23.pdf;Decreto Interministeriale n_ 171 del 25_07_2023
172;25-07-2023;Decreto Interministeriale;;1314;1;;;D.I. n.172-del-25.07.2023-L.58-Ant.2021.pdf;Decreto Interministeriale n_ 172 del 25_07_2023
172;25-07-2023;Decreto Interministeriale;;;;;;Registrazione CdC 172-23.pdf;Decreto Interministeriale n_ 172 del 25_07_2023
172;25-07-2023;Decreto Interministeriale;;;;;;Registrazione UCB 172-23.pdf;Decreto Interministeriale n_ 172 del 25_07_2023
181;05-07-2024;Decreto Interministeriale;;;;;;Decreto aree di servizio 05-07-2024.pdf;Decreto interministeriale n_ 181 del 05_07_2024
181;05-07-2024;Decreto Interministeriale;;;;;;documento_di_analisi_procedurale.pdf;Decreto interministeriale n_ 181 del 05_07_2024
181;05-07-2024;Decreto Interministeriale;;;;;;Piano_di_ristrutturazione_aree_di_servizio_autostradali.pdf;Decreto interministeriale n_ 181 del 05_07_2024
187;04-08-2023;Decreto Interministeriale;D52F23000260001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D54H23000310001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D64H23000260001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D54H23000300001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D34H23000280001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D14H23000200001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D14H23000190001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D34H23000270001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D84H23000320001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D21E23000200001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D24H23000210001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D24H23000200001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D74H23000160001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D65I23000060001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D34H23000260001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D34H23000250001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D54H23000290001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D34H23000240001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D94H23000380001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D93G23000030001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D94H23000370001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D84H23000310001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D84H23000300001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D74H23000140001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D74H23000130001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D74H23000120001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D39D23000040001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D65I23000050001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D98C23000040001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D41E23000150001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D75I23000100001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D72F23000240001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D72F23000230001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D22F23000250001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
187;04-08-2023;Decreto Interministeriale;D52F23000230001;7172;;ITOLO;;Decreto_ interministeriale_ n_187_ del_04-08-2023.pdf;Decreto Interministeriale n_ 187 del 04_08_2023
